Tweets Ago,Account,Date,Positive,Neutral,Negative,Compound,Text
5,FoxNews,Thu Mar 15 15:10:20 +0000 2018,0.138,0.093,0.769,0.2732,"Burt Reynolds says he fell for Sally Field when she was 7, praises Hoda Kotb's lips in bizarre 'Today' chat https://t.co/YwKReFk4pN"
6,FoxNews,Thu Mar 15 15:00:32 +0000 2018,0.0,0.0,1.0,0.0,House Democratic Leader @NancyPelosi holds a news conference.  https://t.co/1qXpOzycBZ
7,FoxNews,Thu Mar 15 14:51:20 +0000 2018,0.0,0.213,0.787,-0.4019,Virginia man fights for ownership of vanished North Carolina 'island' https://t.co/7ajjYFmC68
8,FoxNews,Thu Mar 15 14:44:34 +0000 2018,0.117,0.071,0.812,0.2263,Breaking News: Trump administration imposing fresh sanctions on Russia for interfering in the 2016 election and eng… https://t.co/DNMRmHSdEs
9,FoxNews,Thu Mar 15 14:33:38 +0000 2018,0.129,0.17,0.702,-0.1779,"News Alert: @USTreasury slaps new sanctions on Russia for election meddling, cyber attacks. https://t.co/08l0WsAQqN"
10,FoxNews,Thu Mar 15 14:30:23 +0000 2018,0.0,0.182,0.818,-0.4404,"New research suggests ""sonic attacks"" may have been caused by malfunctioning bugging devices. https://t.co/RQeUjkrZpZ"
11,FoxNews,Thu Mar 15 14:22:49 +0000 2018,0.0,0.0,1.0,0.0,.@SHAQ: Put More Police Officers in Schools Instead of Banning Guns https://t.co/RgQwBARrRp https://t.co/2WaVvNBUPv
12,FoxNews,Thu Mar 15 14:13:56 +0000 2018,0.14,0.134,0.726,0.0276,".@AmbJohnBolton: ""It's my longstanding  and, I appreciate, very boring policy not to comment on personnel matters."" https://t.co/n2VoWr4YnO"
13,FoxNews,Thu Mar 15 14:13:10 +0000 2018,0.181,0.0,0.819,0.4767,"Kathie Lee Gifford on longtime friends Harvey Weinstein, Bill Cosby: We should 'be merciful' https://t.co/JuqbNF6Io3"
14,FoxNews,Thu Mar 15 14:05:00 +0000 2018,0.0,0.184,0.816,-0.4019,Virginia man fights for ownership of vanished North Carolina 'island' (via @travfed)  https://t.co/7ajjYFEcXG
15,FoxNews,Thu Mar 15 14:02:09 +0000 2018,0.0,0.0,1.0,0.0,Attorney General Jeff Sessions addresses @TheIACP. (Courtesy: WZTV) https://t.co/KN9H0bB9oF
16,FoxNews,Thu Mar 15 13:54:20 +0000 2018,0.0,0.206,0.794,-0.4404,.@DLoesch on School Walkouts: It Wasn't @POTUS &amp; @NRA Who Missed '45 Calls' About Shooter https://t.co/xOtB9f9LcX https://t.co/NkeN5i1g06
17,FoxNews,Thu Mar 15 13:50:53 +0000 2018,0.0,0.173,0.827,-0.5267,".@BillHemmer: ""I'll tell you, no one told my mom who she was voting for. I have three sisters - no one is telling m… https://t.co/8FbLXnBzWN"
18,FoxNews,Thu Mar 15 13:43:58 +0000 2018,0.0,0.257,0.743,-0.6705,"Man who claimed he cremated Natalee Holloway killed while attempting kidnapping, police say https://t.co/T0IwH020qg"
19,FoxNews,Thu Mar 15 13:41:22 +0000 2018,0.128,0.158,0.714,-0.1531,"In joint statement, world leaders agree Russia behind nerve agent attack on former spy https://t.co/uyXhnh8DQ8 https://t.co/nQZvDyV0Mu"
20,FoxNews,Thu Mar 15 13:35:31 +0000 2018,0.215,0.0,0.785,0.5093,'Willy Wonka' child star appears on 'Jeopardy!' and delights social media fans https://t.co/8169V0QR9b
21,FoxNews,Thu Mar 15 13:26:50 +0000 2018,0.0,0.0,1.0,0.0,"US forces ambushed in Niger again, military says                     https://t.co/ALM3kKpltZ"
22,FoxNews,Thu Mar 15 13:24:13 +0000 2018,0.0,0.0,1.0,0.0,".@TuckerCarlson: @SenWarren Claiming Cherokee Heritage Is 'Identity Theft'
https://t.co/LP6ZA3sPsq"
23,FoxNews,Thu Mar 15 13:23:47 +0000 2018,0.0,0.0,1.0,0.0,"RT @FoxBusiness: .@RajShah45 on latest U.S. tariffs on China: ""It ensures that American technology and American ingenuity is kept here for…"
24,FoxNews,Thu Mar 15 13:22:05 +0000 2018,0.281,0.0,0.719,0.5719,Katy Perry surprises 'Idol' contestant with kiss and he says he was 'uncomfortable' https://t.co/oo9OPRSd7P
25,FoxNews,Thu Mar 15 13:09:09 +0000 2018,0.134,0.167,0.699,-0.1531,"In joint statement, world leaders agree Russia behind nerve agent attack on former spy

https://t.co/7hIAzK7dX8"
26,FoxNews,Thu Mar 15 13:05:00 +0000 2018,0.0,0.0,1.0,0.0,".@DLoesch: ""@POTUS wasn't the one down in Parkland not paying attention to the 45 calls, nor were any law-abiding g… https://t.co/JDzxeIuRHS"
27,FoxNews,Thu Mar 15 13:01:06 +0000 2018,0.0,0.0,1.0,0.0,"US forces ambushed in Niger again, military says https://t.co/ALM3kKpltZ"
28,FoxNews,Thu Mar 15 13:00:02 +0000 2018,0.0,0.225,0.775,-0.4939,".@KellyannePolls: ""[@HillaryClinton] basically is, again, insulting half of the country."" https://t.co/VwbhKQApNi https://t.co/Rfdbma5odE"
29,FoxNews,Thu Mar 15 12:55:00 +0000 2018,0.0,0.0,1.0,0.0,".@KellyannePolls: ""We need to crack down on these sanctuary cities."" https://t.co/CuAJ784Vum"
30,FoxNews,Thu Mar 15 12:48:00 +0000 2018,0.116,0.48,0.405,-0.8074,Cop killer granted parole decades after cold-blooded murders https://t.co/7Hhcwx2xTq https://t.co/EDgaIsAPiw
31,FoxNews,Thu Mar 15 12:46:38 +0000 2018,0.0,0.0,1.0,0.0,#CookingWithFriends - @JaniceDean edition! @foxandfriends https://t.co/SH7En1NxrA
32,FoxNews,Thu Mar 15 12:44:32 +0000 2018,0.0,0.275,0.725,-0.2263,"Judge tosses ""clock boy"" lawsuit. https://t.co/hIb3qBVjKI"
33,FoxNews,Thu Mar 15 12:37:28 +0000 2018,0.0,0.574,0.426,-0.7964,"Dylann Roof's sister arrested on weapons, drug charges https://t.co/oZgwTshCfD"
34,FoxNews,Thu Mar 15 12:28:04 +0000 2018,0.0,0.0,1.0,0.0,".@DLoesch: ""@POTUS wasn't the one down in Parkland not paying attention to the 45 calls, nor were any law-abiding g… https://t.co/nv5eWeweDa"
35,FoxNews,Thu Mar 15 12:25:31 +0000 2018,0.0,0.0,1.0,0.0,"Moments ago on @foxandfriends, @KellyannePolls slammed @HillaryClinton over the 2016 Democrat nominee's comments ab… https://t.co/sKZM7pE5Vx"
36,FoxNews,Thu Mar 15 12:15:01 +0000 2018,0.11,0.0,0.89,0.1531,".@DiamondandSilk: ""The hypocrisy on the left is so real - see, they want to take away your guns but they want to be… https://t.co/Ke2sn94cSP"
37,FoxNews,Thu Mar 15 12:13:33 +0000 2018,0.146,0.229,0.625,-0.2023,".@KellyannePolls to @HillaryClinton: ""Stop pretending you're a feminist."" https://t.co/ZgFY5ozesx"
38,FoxNews,Thu Mar 15 12:13:15 +0000 2018,0.122,0.0,0.878,0.3612,".@KellyannePolls to @HillaryClinton: ""Let me tell you something, lady, the idea that I or other women like me have… https://t.co/brur9pKqXS"
39,FoxNews,Thu Mar 15 12:11:16 +0000 2018,0.0,0.167,0.833,-0.4939,".@KellyannePolls: ""[@HillaryClinton] basically is, again, insulting half of the country, at least half of the count… https://t.co/PZ9y3FQJX2"
40,FoxNews,Thu Mar 15 12:09:53 +0000 2018,0.0,0.459,0.541,-0.7783,Lawmaker's tweet after physicist Stephen Hawking's death draws criticism https://t.co/ttYdEF1Hvy
41,FoxNews,Thu Mar 15 12:09:11 +0000 2018,0.0,0.0,1.0,0.0,".@VeteranTinoco: ""Walls work."" https://t.co/bPmb3m7X0g"
42,FoxNews,Thu Mar 15 12:05:39 +0000 2018,0.124,0.0,0.876,0.34,".@KellyannePolls: ""@POTUS wants to continue with the prosperity and the security that he's already brought to Ameri… https://t.co/ow0lVmMdB5"
43,FoxNews,Thu Mar 15 12:03:40 +0000 2018,0.0,0.0,1.0,0.0,".@KellyannePolls: ""We need to crack down on these sanctuary cities."" https://t.co/INMLaPBdrD"
44,FoxNews,Thu Mar 15 12:02:57 +0000 2018,0.0,0.0,1.0,0.0,".@KellyannePolls: ""I don't have any personnel announcements."" https://t.co/TJ3rVOZ8pH"
45,FoxNews,Thu Mar 15 12:01:25 +0000 2018,0.0,0.0,1.0,0.0,"RT @FoxBusiness: Former Trump administration officials, from Comey to Tillerson https://t.co/VVjsNZOGMI https://t.co/QcsoX1WCjP"
46,FoxNews,Thu Mar 15 12:00:38 +0000 2018,0.0,0.15,0.85,-0.4588,".@HowieCarrShow: ""Can you imagine that, Ainsley? Saying white women were forced to vote for @realDonaldTrump by the… https://t.co/QtzVcqekUN"
47,FoxNews,Thu Mar 15 11:55:19 +0000 2018,0.0,0.0,1.0,0.0,".@HowieCarrShow: ""[@HillaryClinton] has made all these excuses... The @DailyMail has it up to 41."" https://t.co/Y9nbs9YJaE"
48,FoxNews,Thu Mar 15 11:49:00 +0000 2018,0.336,0.0,0.664,0.765,".@Varneyco: ""Larry Kudlow is a good man. Case closed. He's good professionally and he's a fine man personally, and… https://t.co/ha0V8qfA0F"
49,FoxNews,Thu Mar 15 11:44:30 +0000 2018,0.0,0.0,1.0,0.0,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/BJUNjFgZdk
50,FoxNews,Thu Mar 15 11:38:33 +0000 2018,0.0,0.237,0.763,-0.4767,".@DiamondandSilk: ""[Robert de Niro] should be arrested for communicating threats."" https://t.co/9Ms4WFvnjr"
51,FoxNews,Thu Mar 15 11:37:19 +0000 2018,0.0,0.0,1.0,0.0,".@DiamondandSilk: ""There is nothing sexist about calling @NancyPelosi out."" https://t.co/o5UYwQ4ifm"
52,FoxNews,Thu Mar 15 11:35:21 +0000 2018,0.11,0.0,0.89,0.1531,".@DiamondandSilk: ""The hypocrisy on the left is so real - see, they want to take away your guns but they want to be… https://t.co/O70oeV6Zme"
53,FoxNews,Thu Mar 15 11:33:05 +0000 2018,0.0,0.0,1.0,0.0,".@DiamondandSilk: ""I'm not for taking away anybody's guns. We are law-abiding citizens - we deserve our guns. And l… https://t.co/ZimxogviAN"
54,FoxNews,Thu Mar 15 11:31:13 +0000 2018,0.208,0.0,0.792,0.6369,Hazel Jean Mims on having served in @USArmyReserve: “It’s the best decision of my life.” @foxandfriends https://t.co/kAS9PYBUCj
55,FoxNews,Thu Mar 15 11:27:43 +0000 2018,0.0,0.149,0.851,-0.2732,Hazel Jean Mims on @foxandfriends: “The tax cut actually impacts our lives.” https://t.co/pMZ5AMEUwD
56,FoxNews,Thu Mar 15 11:26:50 +0000 2018,0.0,0.0,1.0,0.0,.@HowardKurtz: The new 'deplorables': Democrats duck as @HillaryClinton hits 'backward' voters https://t.co/YPWYiySi8c
57,FoxNews,Thu Mar 15 11:20:00 +0000 2018,0.096,0.0,0.904,0.1531,Chief Sonar Technician Submarine Joseph Bechtold greets his 5-year-old daughter and wife during a homecoming celebr… https://t.co/6wMoGQ8YrR
58,FoxNews,Thu Mar 15 11:15:00 +0000 2018,0.0,0.226,0.774,-0.5859,.@NikkiHaley calls for @UN action over 'atrocious' poisoning of ex-Russian spy in UK https://t.co/igbhIotoQi
59,FoxNews,Thu Mar 15 11:10:00 +0000 2018,0.0,0.0,1.0,0.0,OPINION: @SenatorWicker: Should a 'secular humanist' serve as Navy chaplain? Absolutely not https://t.co/u8bFeL9txG
60,FoxNews,Thu Mar 15 11:05:27 +0000 2018,0.0,0.0,1.0,0.0,RT @FoxBusiness: Toys ‘R’ Us to sell or close all U.S. stores: report   https://t.co/QyUCYOViYf
61,FoxNews,Thu Mar 15 11:01:07 +0000 2018,0.0,0.0,1.0,0.0,.@Judgenap on @foxandfriends: “The basic ruling is: the legislature gets to determine how its employees are going t… https://t.co/sUCfxRQy9v
62,FoxNews,Thu Mar 15 10:56:00 +0000 2018,0.151,0.0,0.849,0.1531,.@Judgenap on California state laws @TheJusticeDept is challenging @foxandfriends https://t.co/dfUwOkOFRQ
63,FoxNews,Thu Mar 15 10:40:16 +0000 2018,0.0,0.0,1.0,0.0,"Sitting in front of a display of American flags, an MV-22B Osprey Crew Chief with VMM-262 surveys the scene in Okin… https://t.co/icZeXd4iad"
64,FoxNews,Thu Mar 15 10:31:20 +0000 2018,0.0,0.211,0.789,-0.34,National WW2 Museum renovating 1943 home front fire truck https://t.co/qKXKnG6eqT
65,FoxNews,Thu Mar 15 10:28:41 +0000 2018,0.0,0.524,0.476,-0.9022,UK to build $60M chemical weapons center after 'shocking and reckless' spy poisoning: report https://t.co/RtQP6DLroR
66,FoxNews,Thu Mar 15 10:24:36 +0000 2018,0.0,0.0,1.0,0.0,"Stuart Varney on @larry_kudlow:  ""The man knows economics, knows business, knows policy, inside and out.""… https://t.co/mJevaYNosY"
67,FoxNews,Thu Mar 15 10:16:53 +0000 2018,0.0,0.0,1.0,0.0,"Kylie Jenner slammed (again) for blush names 'Barely Legal,' 'Virginity' and 'X-Rated' https://t.co/Q2Ot5PU8a3"
68,FoxNews,Thu Mar 15 10:13:27 +0000 2018,0.0,0.185,0.815,-0.3612,Hillary #Clinton criticized by fellow Dems for trashing female Trump voters https://t.co/vpTEkn56jc
69,FoxNews,Thu Mar 15 10:11:17 +0000 2018,0.203,0.0,0.797,0.4215,"Olivia Munn slams United, says she'll never fly with airline again https://t.co/sszNNaYEwV"
70,FoxNews,Thu Mar 15 10:09:18 +0000 2018,0.278,0.0,0.722,0.4019,Italians troll Michelin-starred chef over healthy pizza https://t.co/JNC1ZSWXuC
71,FoxNews,Thu Mar 15 10:07:00 +0000 2018,0.0,0.0,1.0,0.0,HuffPost editor boasts about fewer 'white authors' https://t.co/h5cvpGEEZb
72,FoxNews,Thu Mar 15 10:04:06 +0000 2018,0.0,0.574,0.426,-0.7964,"Dylann Roof's sister arrested on weapons, drug charges https://t.co/oZgwTshCfD"
73,FoxNews,Thu Mar 15 10:01:03 +0000 2018,0.0,0.122,0.878,-0.3612,"""I [want] to be a cop when I grow up.""

WATCH: Malachi Fronczak salutes fallen deputy's memorial in touching photo… https://t.co/e28xVkWMz0"
74,FoxNews,Thu Mar 15 09:51:39 +0000 2018,0.0,0.0,1.0,0.0,Robert de Niro's got more words for President Donald J. #Trump. https://t.co/ipDcYbPEwH https://t.co/KzkbGhlzna
75,FoxNews,Thu Mar 15 09:50:00 +0000 2018,0.0,0.076,0.924,-0.1027,Daily Wire editor @benshapiro sat down with @marthamaccallum on #TheStory on Wednesday and questioned calls to rais… https://t.co/pdUrWjErmL
76,FoxNews,Thu Mar 15 09:46:19 +0000 2018,0.0,0.0,1.0,0.0,Cat owner spends $19G on surgery for 17-year-old pet https://t.co/Z8sIC4xhSZ
77,FoxNews,Thu Mar 15 09:39:17 +0000 2018,0.0,0.459,0.541,-0.8176,Students across the country participate in #NationalWalkoutDay to protest gun violence https://t.co/CYwD9qyzVq https://t.co/GuGLPjxfM3
78,FoxNews,Thu Mar 15 09:32:15 +0000 2018,0.27,0.0,0.73,0.743,".@PhilipWegmann: ""If Democrats are eager to win back a majority, I think they need to look at the blueprint that… https://t.co/At6ATQ6pE4"
79,FoxNews,Thu Mar 15 09:28:23 +0000 2018,0.0,0.193,0.807,-0.5563,"Democratic strategist Joel Payne on #PA18: ""The #Trump agenda is really failing in #Trump country.""… https://t.co/M5uA3QrVyU"
80,FoxNews,Thu Mar 15 09:22:24 +0000 2018,0.152,0.152,0.696,0.0,Singer Kaya Jones shared her thoughts regarding gun control on Twitter Wednesday. https://t.co/BOzvYfoiDp
81,FoxNews,Thu Mar 15 09:20:36 +0000 2018,0.407,0.0,0.593,0.8834,"Finland tops index of the happiest nations in which to live, United States fell to 18th place… https://t.co/zrPgmRXR9s"
82,FoxNews,Thu Mar 15 09:13:33 +0000 2018,0.0,0.0,1.0,0.0,The new 'deplorables': Democrats duck as @HillaryClinton hits 'backward' voters https://t.co/YPWYiySi8c
83,FoxNews,Thu Mar 15 09:11:26 +0000 2018,0.0,0.306,0.694,-0.6597,"Navy jet crashes off Key West, killing 2 crew members https://t.co/M5RlWkZ361 https://t.co/Pc1hm5l9AH"
84,FoxNews,Thu Mar 15 09:07:04 +0000 2018,0.234,0.219,0.547,0.0516,Perry denies interest in replacing VA Secretary Shulkin https://t.co/NSizlDgyuh
85,FoxNews,Thu Mar 15 09:05:58 +0000 2018,0.0,0.0,1.0,0.0,President #Trump to meet with Irish PM Leo Varadkar today https://t.co/bFiRqIgjFj
86,FoxNews,Thu Mar 15 09:03:41 +0000 2018,0.083,0.276,0.641,-0.4588,'Angel families' want to see Oakland mayor prosecuted for thwarting ICE raids https://t.co/shy3LqhM9b
87,FoxNews,Thu Mar 15 09:00:01 +0000 2018,0.0,0.133,0.867,-0.3182,"At a National School Walkout Day rally at the U.S. Capitol, @SenSchumer slammed the @NRA. https://t.co/CYwD9qyzVq https://t.co/U6YStaxNjw"
88,FoxNews,Thu Mar 15 08:53:16 +0000 2018,0.0,0.163,0.837,-0.5106,"Oklahoma mom, 45, who married daughter, 26, after two 'hit it off' gets two years in prison https://t.co/vlBJ5ExceN"
89,FoxNews,Thu Mar 15 08:50:52 +0000 2018,0.314,0.0,0.686,0.4939,A self-assured Putin seems confident of electoral victory https://t.co/gtbMo4uGpC
90,FoxNews,Thu Mar 15 08:44:59 +0000 2018,0.12,0.178,0.702,-0.34,"""What [Russia is] effectively trying to do is terrorize the people of U.K.""

International policy expert Michael Sz… https://t.co/qlrxQNmfM8"
91,FoxNews,Thu Mar 15 08:34:31 +0000 2018,0.368,0.0,0.632,0.7506,Teary School Cafeteria Employee Thanks #Trump For Bonus from Tax Plan https://t.co/laly1d3SxZ https://t.co/2FuBUHXzZr
92,FoxNews,Thu Mar 15 08:30:52 +0000 2018,0.159,0.291,0.549,-0.34,Austin package bomb victim remembered as boy who 'could have accomplished anything' https://t.co/zUrgZePhz9
93,FoxNews,Thu Mar 15 08:30:00 +0000 2018,0.0,0.121,0.879,-0.296,President @realDonaldTrump participated in a roundtable discussion on tax cuts and tax reform at The Boeing Company. https://t.co/eYjqZgnFPq
94,FoxNews,Thu Mar 15 08:29:17 +0000 2018,0.0,0.244,0.756,-0.6369,"Gunman shoots 2, one fatally, at Birmingham hospital before shooting self, police say https://t.co/Q1xnxzIEdr"
95,FoxNews,Thu Mar 15 08:25:53 +0000 2018,0.219,0.372,0.408,-0.6124,Criminal investigation launched into dog's death on United Airlines flight https://t.co/DhoaKKyFFt https://t.co/uBqeWC5RzE
96,FoxNews,Thu Mar 15 08:23:21 +0000 2018,0.128,0.0,0.872,0.4215,"George Rodriguez: ""We should be protecting folks who are lawful citizens of the United States. That's where the pri… https://t.co/w7j7uAcb4z"
97,FoxNews,Thu Mar 15 08:20:00 +0000 2018,0.179,0.0,0.821,0.34,"On @foxandfriends, Tomi Lahren shared her thoughts about Hillary #Clinton.  https://t.co/bdSptnwSy1 https://t.co/ffDh5ePmp1"
98,FoxNews,Thu Mar 15 08:18:10 +0000 2018,0.196,0.29,0.514,-0.25,Neo-Nazi leader who sued Trump now faces domestic violence charges after love triangle https://t.co/RxAZVQBg6x
99,FoxNews,Thu Mar 15 08:13:00 +0000 2018,0.0,0.0,1.0,0.0,President @realDonaldTrump could be making more changes to his Cabinet this week in what sources are describing as… https://t.co/O7dBiX1sEo
100,FoxNews,Thu Mar 15 08:10:00 +0000 2018,0.0,0.328,0.672,-0.6597,"Navy jet crashes off Key West, killing 2 crew members https://t.co/Zt59xRmX1X"
1,nytimes,Thu Mar 15 15:16:04 +0000 2018,0.126,0.139,0.735,-0.079,ESPN's former president explained why he abruptly left one of the most powerful positions in sports: a threat to ex… https://t.co/0pcIwoxCiH
2,nytimes,Thu Mar 15 15:00:16 +0000 2018,0.0,0.095,0.905,-0.25,"When Alison Hargreaves became the first woman to scale Mount Everest alone and without oxygen, she sent a radio mes… https://t.co/ig4YVTUA9Z"
3,nytimes,Thu Mar 15 14:50:48 +0000 2018,0.0,0.0,1.0,0.0,Still need a bracket? Here’s a printable version. https://t.co/vGnAAXalU6
4,nytimes,Thu Mar 15 14:46:43 +0000 2018,0.052,0.222,0.726,-0.6369,There are only a few hours left to fill out a March Madness bracket. You may want to consider these upset picks. https://t.co/duvhqjnBoA
5,nytimes,Thu Mar 15 14:34:56 +0000 2018,0.11,0.0,0.89,0.2716,"Breaking News: The Trump administration announced new Russia sanctions, in its most significant response so far to… https://t.co/7O2smmIOU9"
6,nytimes,Thu Mar 15 14:31:06 +0000 2018,0.153,0.0,0.847,0.5574,"Saudi Arabia’s crown prince has compared the supreme leader of Iran to Adolf Hitler, and said that his country woul… https://t.co/s6WAIKO9I8"
7,nytimes,Thu Mar 15 14:15:05 +0000 2018,0.095,0.086,0.819,0.0516,President Trump has left it to aides to express public solidarity with Theresa May after she expelled 23 Russian di… https://t.co/aRqmymT8TT
8,nytimes,Thu Mar 15 14:00:24 +0000 2018,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/UalYJnchXP https://t.co/ihVBiQ62Rq
9,nytimes,Thu Mar 15 13:45:11 +0000 2018,0.0,0.298,0.702,-0.7783,"A gunman opened fire at a hospital in Birmingham on Wednesday night, killing an employee and critically injuring an… https://t.co/woIOJt29AN"
10,nytimes,Thu Mar 15 13:45:06 +0000 2018,0.188,0.0,0.812,0.5709,"""I'm really enjoying this radical new Democratic strategy called 'trying,'"" Samantha Bee said. Our late-night round… https://t.co/08lGX2B8f5"
11,nytimes,Thu Mar 15 13:33:06 +0000 2018,0.0,0.111,0.889,-0.25,"White supremacists are increasingly hanging banners in public places, such as from highway overpasses and rooftops,… https://t.co/DMKscKoDCG"
12,nytimes,Thu Mar 15 13:15:10 +0000 2018,0.0,0.262,0.738,-0.7506,The U.S. military said it limited operations in the West African nation of Niger after 4 soldiers were killed. But… https://t.co/Oebyaisc1k
13,nytimes,Thu Mar 15 13:00:07 +0000 2018,0.13,0.222,0.648,-0.25,A teacher's gun accidentally went off during a public safety class in California. A piece of bullet shrapnel ricoch… https://t.co/XqyafwWKLx
14,nytimes,Thu Mar 15 12:44:05 +0000 2018,0.0,0.125,0.875,-0.5096,"RT @MattAndersonNYT: From The Simpsons to The Theory of Everything and an opera by Philip Glass, Stephen Hawking was not just an great scie…"
15,nytimes,Thu Mar 15 12:30:18 +0000 2018,0.0,0.0,1.0,0.0,Bars in the Beijing's university district say they were told not to let in more than 10 foreigners at a time https://t.co/gyK83ia1z7
16,nytimes,Thu Mar 15 12:14:02 +0000 2018,0.0,0.156,0.844,-0.5423,"The cyberassault was not designed to simply destroy data or shut down the plant, investigators believe. It was mean… https://t.co/iwBU5n1VsB"
17,nytimes,Thu Mar 15 12:00:18 +0000 2018,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/zXlv3JB2cQ https://t.co/tlcsdyaz2D
18,nytimes,Thu Mar 15 11:50:04 +0000 2018,0.0,0.0,1.0,0.0,Students walked out. Here are their videos. https://t.co/B02FAlmZr6
19,nytimes,Thu Mar 15 11:41:07 +0000 2018,0.0,0.234,0.766,-0.7269,"Andrew McCabe, an FBI official criticized by President Trump, was to retire on Sunday. But he may be fired first, j… https://t.co/XL9GGRWlaM"
20,nytimes,Thu Mar 15 11:30:23 +0000 2018,0.137,0.0,0.863,0.4019,Voters who turned out for Donald Trump in 2016 appeared to help Conor Lamb take a slight lead https://t.co/WV8Z8JalDm
21,nytimes,Thu Mar 15 11:16:03 +0000 2018,0.135,0.19,0.675,-0.0772,"Florida is a friendly place for gun owners, and the NRA and lawmakers have often blocked proposed restrictions. A l… https://t.co/a5F3b926fx"
22,nytimes,Thu Mar 15 11:00:16 +0000 2018,0.0,0.146,0.854,-0.34,Britain's expulsion of 23 Russian diplomats echoes the espionage feuds between Washington and Moscow https://t.co/I9rvkcN2Xe
23,nytimes,Thu Mar 15 10:50:09 +0000 2018,0.0,0.298,0.702,-0.7783,"A gunman opened fire at a hospital in Birmingham on Wednesday night, killing an employee and critically injuring an… https://t.co/2WzxPna34g"
24,nytimes,Thu Mar 15 10:39:08 +0000 2018,0.0,0.0,1.0,0.0,Rising ocean levels are causing waves to break on the statues and platforms built by an ancient civilization. Easte… https://t.co/XObQQ1Nhuc
25,nytimes,Thu Mar 15 10:30:14 +0000 2018,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/ii9ko43kkZ https://t.co/Lrx6ppZkgk
26,nytimes,Thu Mar 15 10:15:12 +0000 2018,0.0,0.0,1.0,0.0,A man who said he worked for the KGB before becoming a double agent said he had powder thrown in his face in Auckla… https://t.co/6P66Dd0PJI
27,nytimes,Thu Mar 15 10:00:08 +0000 2018,0.0,0.091,0.909,-0.128,"""It's tough these days to be an ally,"" sighed one senior European ambassador to Washington https://t.co/cflHgWg3Cp"
28,nytimes,Thu Mar 15 09:48:07 +0000 2018,0.0,0.116,0.884,-0.2732,"Facebook said that it had blocked pages associated with ""Britain First,"" a far-right group whose inflammatory anti-… https://t.co/35YjIWOdzg"
29,nytimes,Thu Mar 15 09:31:07 +0000 2018,0.0,0.378,0.622,-0.8176,Students across America walked out of class to protest gun violence. These are their videos. https://t.co/KdSYJ2zjig https://t.co/0HO4lBHObR
30,nytimes,Thu Mar 15 09:16:07 +0000 2018,0.0,0.0,1.0,0.0,"Unilever said that it would make Rotterdam, the Netherlands, its sole headquarters, dealing a blow to Britain https://t.co/nB2lIsv7yX"
31,nytimes,Thu Mar 15 09:00:16 +0000 2018,0.0,0.0,1.0,0.0,"Conor Lamb, a Democrat, scored a razor-thin but extraordinary victory in the heart of President Trump's Rust Belt b… https://t.co/fle0MxJC79"
32,nytimes,Thu Mar 15 08:44:02 +0000 2018,0.089,0.0,0.911,0.2144,"Britain wants the support of its allies in taking action against Russia, but relations with those allies are shakie… https://t.co/7I0VNyn10z"
33,nytimes,Thu Mar 15 08:31:06 +0000 2018,0.129,0.0,0.871,0.5256,"RT @MattAndersonNYT: ""In the days before the news release and the photo call, the most effective means of image control was the painted por…"
34,nytimes,Thu Mar 15 08:16:02 +0000 2018,0.0,0.113,0.887,-0.3182,"The British royal family will boycott the World Cup in Russia. ""It's not so important,"" a Russian official said. https://t.co/As6CAs2UAe"
35,nytimes,Thu Mar 15 08:02:06 +0000 2018,0.0,0.409,0.591,-0.8402,President Trump has not personally addressed the poison attack since London assigned blame on Russia https://t.co/xr1YRM5xCG
36,nytimes,Thu Mar 15 07:47:05 +0000 2018,0.0,0.0,1.0,0.0,"RT @NYTmag: When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that would reshap…"
37,nytimes,Thu Mar 15 07:32:05 +0000 2018,0.0,0.0,1.0,0.0,"A brief history of Stephen Hawking's discoveries
https://t.co/mI0GmCrL6q"
38,nytimes,Thu Mar 15 07:17:01 +0000 2018,0.0,0.0,1.0,0.0,"“It’s going to be landslides, flash floods, inundation” https://t.co/dD6rhI7js0"
39,nytimes,Thu Mar 15 07:14:24 +0000 2018,0.231,0.0,0.769,0.4019,5 Cheap(ish) Things That Will Keep You Entertained For Hours https://t.co/J7Kt3D5bo0
40,nytimes,Thu Mar 15 07:02:01 +0000 2018,0.0,0.0,1.0,0.0,"“Please get your” — and here she used an expletive — “together or we will all die,” she tweeted https://t.co/usFEQCbl5H"
41,nytimes,Thu Mar 15 06:35:02 +0000 2018,0.0,0.268,0.732,-0.296,How to stop eating sugar https://t.co/RCowCWS328 https://t.co/TdGQjqKlvl
42,nytimes,Thu Mar 15 06:17:32 +0000 2018,0.0,0.0,1.0,0.0,"Chris Cuomo is set to take over the 9 p.m. weeknight slot on CNN, putting him up against MSNBC's Rachel Maddow and… https://t.co/HjMm73xBII"
